work_id,work_id_raw,mp_id,ida_id,category,description,recommended_amount,recommendation_date
1538,EDU-25-2023-1538,20,20,Education,Construction of education facility at Lad,102000000,2024-01-24
1539,SPO-17-2023-1539,12,10,Sports,Construction of sports facility at Lall Circle,464300000,2024-03-03
1540,SAN-19-2023-1540_Sanitation,14,16,Sanitation,Construction of sanitation facility at Sinha Road,479500000,2024-12-20
1541,SAN-11-2023-1541,6,13,Sanitation,Construction of sanitation facility at Pau Path,369600000,2024-01-21
1542,ELE-25-2023-1542,20,12,Electricity,Construction of electricity facility at Samra Chowk,330600000,2024-02-11
1543,HEA-18-2023-1543,13,5,Health,Construction of health facility at Pradhan Marg,159000000,2024-06-10
1544,SAN-7-2023-1544,2,17,Sanitation,Construction of sanitation facility at Mammen Marg,202800000,2024-08-16
1545,ELE-20-2023-1545,15,1,Electricity,Construction of electricity facility at Deep Street,380600000,2024-11-21
1546,HEA-19-2023-1546,14,14,Health,Construction of health facility at Chaudhry Ganj,463200000,2025-03-13
1547,SPO-28-2023-1547_Sports,23,20,Sports,Construction of sports facility at Keer Road,315700000,2024-11-05
1548,EDU-23-2023-1548,18,5,Education,Construction of education facility at Raj Marg,469600000,2024-01-31
1549,HEA-13-2023-1549,8,14,Health,Construction of health facility at Doctor Street,270400000,2024-09-02
1550,HEA-21-2023-1550,16,12,Health,Construction of health facility at Goda Nagar,137800000,2024-07-24
1551,SPO-23-2023-1551,18,13,Sports,Construction of sports facility at Desai Chowk,416400000,2025-07-25
1552,DRI-21-2023-1552,16,15,Drinking Water,Construction of drinking water facility at Walla Circle,339800000,2025-03-13
1553,ELE-7-2023-1553_Electricity,2,10,Electricity,Construction of electricity facility at Sur Path,441500000,2024-04-21
1554,SPO-26-2023-1554,21,4,Sports,Construction of sports facility at Batta Road,390800000,2024-07-06
1555,ELE-8-2023-1555,3,19,Electricity,Construction of electricity facility at Gade Zila,163200000,2023-10-17
1556,ROA-26-2023-1556,21,4,Roads,Construction of roads facility at Kumar Ganj,195600000,2024-09-05
1557,DRI-10-2023-1557,5,9,Drinking Water,Construction of drinking water facility at Sengupta Zila,161500000,2025-04-01
1558,HEA-9-2023-1558,4,9,Health,Construction of health facility at Lad Path,157400000,2024-06-07
1559,SAN-8-2023-1559_Sanitation,3,11,Sanitation,Construction of sanitation facility at Kurian Path,443600000,2024-05-25
1560,SPO-24-2023-1560,19,2,Sports,Construction of sports facility at Sabharwal Nagar,366000000,2023-12-04
1561,ROA-19-2023-1561,14,6,Roads,Construction of roads facility at Issac Path,388500000,2024-11-22
1562,EDU-26-2023-1562,21,9,Education,Construction of education facility at Yohannan,480700000,2024-01-14
1563,EDU-19-2023-1563,14,3,Education,Construction of education facility at Pant Road,153400000,2024-05-10
1564,DRI-29-2023-1564,24,11,Drinking Water,Construction of drinking water facility at Sura Circle,123600000,2025-04-24
1565,RAI-21-2023-1565,16,9,Railways,Construction of railways facility at Brar Chowk,380900000,2024-06-22
1566,SAN-8-2023-1566,3,16,Sanitation,Construction of sanitation facility at Mangat,267600000,2024-08-26
1567,EDU-13-2023-1567,8,9,Education,Construction of education facility at Ganesh Street,468500000,2025-01-10
1568,RAI-7-2023-1568,2,8,Railways,Construction of railways facility at Sama Path,149000000,2025-01-03
1569,ELE-18-2023-1569,13,18,Electricity,Construction of electricity facility at Ravel,73900000,2025-06-21
1570,EDU-12-2023-1570,7,20,Education,Construction of education facility at Buch Zila,298300000,2024-01-04
1571,HEA-14-2023-1571,9,11,Health,Construction of health facility at Kari Path,312300000,2024-05-01
1572,RAI-21-2023-1572,16,10,Railways,Construction of railways facility at Manne Path,229200000,2025-03-05
1573,ROA-30-2023-1573,25,8,Roads,Construction of roads facility at Rana Road,458000000,2024-03-29
1574,HEA-23-2023-1574,18,6,Health,Construction of health facility at Patil Chowk,433800000,2025-04-03
1575,HEA-14-2023-1575,9,17,Health,Construction of health facility at Verma,157000000,2024-08-15
1576,DRI-13-2023-1576,8,20,Drinking Water,Construction of drinking water facility at Ganesh Marg,498900000,2024-01-21
1577,HEA-17-2023-1577,12,4,Health,Construction of health facility at Dass Nagar,354900000,2025-03-19
1578,ROA-9-2023-1578,4,10,Roads,Construction of roads facility at Krishnamurthy Ganj,243500000,2025-03-31
1579,EDU-14-2023-1579,9,4,Education,Construction of education facility at Kade Zila,68700000,2024-01-08
1580,ROA-24-2023-1580,19,8,Roads,Construction of roads facility at Chauhan Marg,468900000,2023-11-14
1581,RAI-29-2023-1581,24,2,Railways,Construction of railways facility at Solanki Zila,126100000,2024-10-30
1582,EDU-10-2023-1582,5,4,Education,Construction of education facility at Bal Nagar,427100000,2025-04-21
1583,EDU-7-2023-1583,2,11,Education,Construction of education facility at Viswanathan Marg,363400000,2025-04-17
1584,SAN-10-2023-1584,5,7,Sanitation,Construction of sanitation facility at Chawla Zila,483400000,2024-03-22
1585,HEA-8-2023-1585_Health,3,2,Health,Construction of health facility at Dugal,489200000,2023-11-05
1586,EDU-28-2023-1586_Education,23,10,Education,Construction of education facility at More Marg,283000000,2024-02-26
1587,ELE-15-2023-1587,10,18,Electricity,Construction of electricity facility at Mander Ganj,284800000,2024-08-10
1588,DRI-27-2023-1588,22,6,Drinking Water,Construction of drinking water facility at Deep Street,225800000,2024-10-14
1589,EDU-6-2023-1589,1,6,Education,Construction of education facility at Balakrishnan Street,166200000,2023-09-28
1590,DRI-7-2023-1590,2,4,Drinking Water,Construction of drinking water facility at Nanda Path,262400000,2025-07-03
1591,SAN-19-2023-1591,14,1,Sanitation,Construction of sanitation facility at Sibal Chowk,182600000,2025-07-08
1592,EDU-26-2023-1592,21,15,Education,Construction of education facility at Magar Circle,403200000,2024-10-31
1593,EDU-21-2023-1593,16,18,Education,Construction of education facility at Deshmukh Chowk,330400000,2025-02-23
1594,DRI-22-2023-1594_Drinking Water,17,6,Drinking Water,Construction of drinking water facility at Goel Circle,152100000,2024-12-02
1595,SAN-26-2023-1595,21,20,Sanitation,Construction of sanitation facility at Shan,412700000,2025-01-03
1596,EDU-11-2023-1596,6,4,Education,Construction of education facility at Saran,162100000,2024-10-11
1597,DRI-7-2023-1597,2,10,Drinking Water,Construction of drinking water facility at Mukherjee Circle,147000000,2025-08-06
1598,ROA-13-2023-1598,8,15,Roads,Construction of roads facility at Subramaniam Path,123700000,2024-10-24
1599,SAN-8-2023-1599,3,9,Sanitation,Construction of sanitation facility at Chakraborty Ganj,416800000,2024-08-09
1600,DRI-6-2023-1600,1,5,Drinking Water,Construction of drinking water facility at Pau Road,384700000,2024-07-17
1601,ROA-28-2023-1601,23,3,Roads,Construction of roads facility at Dugal Road,453000000,2024-04-23
1602,SPO-8-2023-1602,3,8,Sports,Construction of sports facility at Acharya Nagar,198800000,2024-10-11
1603,EDU-13-2023-1603,8,1,Education,Construction of education facility at Padmanabhan Street,54400000,2024-04-10
1604,SPO-28-2023-1604,23,20,Sports,Construction of sports facility at Warrior Chowk,372400000,2023-09-07
1605,ELE-15-2023-1605_Electricity,10,11,Electricity,Construction of electricity facility at Sood Chowk,439100000,2024-04-20
1606,EDU-20-2023-1606,15,12,Education,Construction of education facility at Sani Nagar,91400000,2025-05-12
1607,ROA-13-2023-1607,8,3,Roads,Construction of roads facility at Kashyap Road,243200000,2025-05-11
1608,ELE-29-2023-1608,24,7,Electricity,Construction of electricity facility at Prakash Nagar,84600000,2024-01-25
1609,EDU-15-2023-1609,10,15,Education,Construction of education facility at Sarkar Marg,212700000,2024-07-03
1610,ELE-12-2023-1610,7,3,Electricity,Construction of electricity facility at Gade Ganj,227100000,2025-03-09
1611,ROA-30-2023-1611,25,13,Roads,Construction of roads facility at Radhakrishnan Marg,143300000,2024-02-19
1612,SPO-25-2023-1612_Sports,20,15,Sports,Construction of sports facility at Buch Road,164300000,2024-07-24
1613,DRI-17-2023-1613,12,17,Drinking Water,Construction of drinking water facility at Varughese Ganj,262500000,2025-04-16
1614,RAI-18-2023-1614,13,12,Railways,Construction of railways facility at Magar,170000000,2024-04-09
1615,ELE-6-2023-1615,1,6,Electricity,Construction of electricity facility at Luthra Circle,181600000,2024-07-17
1616,DRI-16-2023-1616,11,15,Drinking Water,Construction of drinking water facility at Biswas Ganj,71000000,2024-01-20
1617,EDU-16-2023-1617,11,19,Education,Construction of education facility at Mann Street,118800000,2023-11-25
1618,SPO-6-2023-1618,1,4,Sports,Construction of sports facility at Sethi Chowk,440800000,2024-03-30
1619,SPO-6-2023-1619,1,16,Sports,Construction of sports facility at Swamy,142100000,2024-01-24
1620,HEA-22-2023-1620,17,7,Health,Construction of health facility at Bahl Path,323000000,2023-12-28
1621,ROA-26-2023-1621,21,16,Roads,Construction of roads facility at Warrior Nagar,358200000,2023-09-18
1622,ELE-20-2023-1622,15,20,Electricity,Construction of electricity facility at Chaudry Street,326900000,2024-04-07
1623,HEA-29-2023-1623,24,8,Health,Construction of health facility at Dass Road,267800000,2025-03-09
1624,ROA-30-2023-1624,25,14,Roads,Construction of roads facility at Anand Chowk,373700000,2024-02-28
1625,EDU-8-2023-1625,3,9,Education,Construction of education facility at Dora Zila,225600000,2023-09-12
1626,EDU-28-2023-1626,23,17,Education,Construction of education facility at Kalla Chowk,240500000,2024-05-23
1627,EDU-18-2023-1627,13,16,Education,Construction of education facility at Muni Marg,378100000,2025-05-03
1628,EDU-20-2023-1628,15,12,Education,Construction of education facility at Prabhu Chowk,129700000,2024-08-26
1629,RAI-6-2023-1629,1,19,Railways,Construction of railways facility at Narayanan Nagar,103500000,2023-11-02
1630,RAI-11-2023-1630,6,7,Railways,Construction of railways facility at Bhalla Street,169100000,2024-03-25
1631,SPO-11-2023-1631,6,20,Sports,Construction of sports facility at Bora Marg,358400000,2024-10-26
1632,ROA-8-2023-1632,3,2,Roads,Construction of roads facility at Golla Chowk,123900000,2024-01-28
1633,ELE-12-2023-1633,7,10,Electricity,Construction of electricity facility at Raj Road,197900000,2025-06-05
1634,SPO-25-2023-1634,20,1,Sports,Construction of sports facility at Dara Nagar,100600000,2025-04-19
1635,EDU-19-2023-1635,14,12,Education,Construction of education facility at Rajan Ganj,471600000,2025-04-22
1636,ROA-13-2023-1636,8,17,Roads,Construction of roads facility at Kota Chowk,161300000,2025-03-26
1637,ROA-26-2023-1637,21,14,Roads,Construction of roads facility at Issac Nagar,406200000,2024-08-23
1638,RAI-22-2023-1638,17,11,Railways,Construction of railways facility at Verma Zila,328400000,2025-01-30
1639,ELE-10-2023-1639,5,10,Electricity,Construction of electricity facility at Solanki Ganj,248600000,2024-06-29
1640,SAN-19-2023-1640,14,15,Sanitation,Construction of sanitation facility at Naidu Road,334200000,2024-01-02
1641,ELE-10-2023-1641,5,18,Electricity,Construction of electricity facility at Verma Nagar,420200000,2023-12-04
1642,EDU-6-2023-1642,1,15,Education,Construction of education facility at Srivastava Road,194800000,2025-01-08
1643,DRI-28-2023-1643,23,7,Drinking Water,Construction of drinking water facility at Issac Road,55000000,2024-06-06
1644,RAI-21-2023-1644,16,5,Railways,Construction of railways facility at Kamdar Nagar,154700000,2023-11-27
1645,SPO-30-2023-1645,25,17,Sports,Construction of sports facility at Saraf Ganj,265500000,2024-05-10
1646,ROA-19-2023-1646,14,9,Roads,Construction of roads facility at Ganesh Nagar,237400000,2025-05-10
1647,DRI-12-2023-1647,7,5,Drinking Water,Construction of drinking water facility at Dar Road,427800000,2024-07-04
1648,EDU-18-2023-1648,13,8,Education,Construction of education facility at Andra Ganj,240500000,2023-10-03
1649,SAN-15-2023-1649,10,15,Sanitation,Construction of sanitation facility at Soman,283600000,2025-02-16
1650,HEA-25-2023-1650,20,7,Health,Construction of health facility at Dubey,176200000,2024-06-15
1651,ELE-26-2023-1651,21,20,Electricity,Construction of electricity facility at Kothari Zila,450800000,2024-01-01
1652,EDU-20-2023-1652,15,13,Education,Construction of education facility at Chand Chowk,367000000,2025-02-14
1653,ELE-18-2023-1653,13,6,Electricity,Construction of electricity facility at Nigam,268500000,2025-08-24
1654,ROA-23-2023-1654,18,8,Roads,Construction of roads facility at Bhasin Nagar,471200000,2024-06-03
1655,SAN-27-2023-1655,22,3,Sanitation,Construction of sanitation facility at Yadav Street,264300000,2025-05-07
1656,EDU-20-2023-1656,15,1,Education,Construction of education facility at Dass Zila,62700000,2024-09-13
1657,ROA-16-2023-1657,11,9,Roads,Construction of roads facility at Nadig Ganj,491400000,2024-11-07
1658,ELE-7-2023-1658,2,6,Electricity,Construction of electricity facility at Sarna Path,442600000,2025-03-23
1659,EDU-15-2023-1659,10,5,Education,Construction of education facility at Bail Ganj,492700000,2025-02-17
1660,RAI-12-2023-1660,7,8,Railways,Construction of railways facility at Parmar Marg,183300000,2025-03-16
1661,RAI-18-2023-1661,13,5,Railways,Construction of railways facility at Krishna Street,74600000,2025-07-30
1662,HEA-14-2023-1662,9,2,Health,Construction of health facility at Sundaram Nagar,187400000,2025-03-02
1663,SPO-17-2023-1663,12,2,Sports,Construction of sports facility at Menon Chowk,427900000,2024-10-26
1664,ROA-24-2023-1664,19,17,Roads,Construction of roads facility at Gupta Chowk,205100000,2024-11-14
1665,HEA-26-2023-1665,21,7,Health,Construction of health facility at Pall Street,119600000,2024-05-09
1666,ROA-28-2023-1666,23,1,Roads,Construction of roads facility at Maharaj Chowk,384700000,2025-07-05
1667,DRI-21-2023-1667,16,14,Drinking Water,Construction of drinking water facility at Dyal,424400000,2023-10-24
1668,SPO-26-2023-1668,21,2,Sports,Construction of sports facility at Dubey Circle,408400000,2024-08-15
1669,ROA-9-2023-1669,4,1,Roads,Construction of roads facility at Lall Road,125300000,2024-10-25
1670,DRI-20-2023-1670,15,19,Drinking Water,Construction of drinking water facility at Setty Path,416100000,2023-09-01
1671,HEA-12-2023-1671,7,9,Health,Construction of health facility at Raghavan Circle,402100000,2025-03-23
1672,ELE-28-2023-1672,23,4,Electricity,Construction of electricity facility at Bahl Street,368100000,2024-12-25
1673,EDU-16-2023-1673,11,8,Education,Construction of education facility at Khare Path,437000000,2024-05-07
1674,RAI-16-2023-1674,11,5,Railways,Construction of railways facility at Yohannan Zila,113500000,2025-05-29
1675,SAN-19-2023-1675,14,13,Sanitation,Construction of sanitation facility at Gupta Marg,422300000,2024-10-12
1676,DRI-6-2023-1676,1,18,Drinking Water,Construction of drinking water facility at Dube Chowk,351900000,2024-12-20
1677,RAI-27-2023-1677,22,8,Railways,Construction of railways facility at Naidu Road,288200000,2024-07-15
1678,ELE-26-2023-1678,21,13,Electricity,Construction of electricity facility at Choudhry Path,279600000,2023-11-14
1679,ELE-15-2023-1679,10,9,Electricity,Construction of electricity facility at Bhavsar Circle,441100000,2023-10-05
1680,ELE-6-2023-1680,1,14,Electricity,Construction of electricity facility at Gokhale Street,136200000,2025-07-10
1681,ELE-19-2023-1681,14,2,Electricity,Construction of electricity facility at Jaggi Nagar,153400000,2023-11-23
1682,SPO-12-2023-1682,7,8,Sports,Construction of sports facility at Handa Chowk,229800000,2023-11-16
1683,ELE-29-2023-1683,24,1,Electricity,Construction of electricity facility at Rama Nagar,278100000,2025-01-24
1684,EDU-12-2023-1684,7,8,Education,Construction of education facility at Vora Chowk,447700000,2024-12-28
1685,SPO-6-2023-1685,1,5,Sports,Construction of sports facility at Kunda,109300000,2023-10-09
1686,SAN-25-2023-1686,20,15,Sanitation,Construction of sanitation facility at Kant Path,98300000,2024-12-14
1687,ELE-19-2023-1687,14,7,Electricity,Construction of electricity facility at Arya Zila,400100000,2025-08-23
